transaction_id,card_id,timestamp,amount,merchant_category,country,card_present,is_fraud
txn_0000029,card_00054,2026-01-26T11:36:15Z,91.3,utilities,GB,True,False
txn_0000030,card_00867,2026-01-21T16:28:02Z,15.74,utilities,SG,False,False
txn_0000031,card_00211,2026-01-22T02:48:05Z,22.37,restaurant,US,False,False
txn_0000032,card_00103,2026-01-29T12:19:20Z,363.96,pharmacy,SG,False,False
txn_0000033,card_00681,2026-01-21T23:49:53Z,70.98,fuel,SG,False,False
txn_0000034,card_00660,2026-01-13T16:32:25Z,61.39,electronics,DE,True,False
txn_0000035,card_00102,2026-01-25T09:16:14Z,36.41,online_retail,DE,True,False
txn_0000036,card_00326,2026-01-15T02:08:38Z,68.08,entertainment,SG,True,False
txn_0000037,card_00455,2026-01-23T17:08:31Z,66.81,grocery,DE,True,False
txn_0000038,card_00444,2026-01-04T05:38:37Z,47.17,pharmacy,IN,False,False
txn_0000039,card_00739,2026-01-25T02:00:05Z,42.24,travel,US,False,False
txn_0000040,card_00632,2026-01-17T08:18:38Z,69.6,fuel,GB,True,False
txn_0000041,card_00244,2026-01-19T20:50:21Z,148.75,online_retail,US,True,False
txn_0000042,card_00469,2026-01-25T14:14:48Z,151.03,restaurant,IN,False,False
txn_0000043,card_00075,2026-01-21T08:13:15Z,83.0,travel,US,True,False
txn_0000044,card_00623,2026-01-08T14:50:21Z,54.59,fuel,IN,False,False
txn_0000045,card_00618,2026-01-07T15:01:07Z,181.74,electronics,DE,False,False
txn_0000046,card_00080,2026-01-25T07:51:11Z,12.03,utilities,AE,True,False
txn_0000047,card_00715,2026-01-30T03:44:22Z,105.32,atm_withdrawal,GB,True,True
txn_0000048,card_00041,2026-01-23T13:09:14Z,405.18,pharmacy,GB,False,False
txn_0000049,card_00366,2026-01-10T04:46:45Z,71.25,utilities,SG,True,False
txn_0000050,card_00720,2026-01-05T17:05:51Z,42.09,atm_withdrawal,IN,False,False
txn_0000051,card_00545,2026-01-12T02:46:49Z,92.04,pharmacy,DE,False,False
txn_0000052,card_00579,2026-01-27T10:40:01Z,33.92,entertainment,IN,False,False
txn_0000053,card_00360,2026-01-23T07:30:59Z,227.18,restaurant,US,False,False
txn_0000054,card_00453,2026-01-01T12:56:55Z,93.92,pharmacy,DE,False,False
txn_0000055,card_00493,2026-01-09T14:07:36Z,34.46,pharmacy,SG,False,False
txn_0000056,card_00613,2026-01-15T18:19:30Z,15.0,utilities,SG,False,False
txn_0000057,card_00089,2026-01-23T10:33:39Z,25.73,entertainment,AE,True,False
txn_0000058,card_00768,2026-01-26T05:06:55Z,30.88,atm_withdrawal,AE,False,False
txn_0000059,card_00124,2026-01-02T22:39:17Z,250.5,pharmacy,AE,False,True
txn_0000060,card_00581,2026-01-19T11:46:15Z,173.83,online_retail,SG,False,False
txn_0000061,card_00830,2026-01-11T22:50:56Z,92.05,fuel,SG,True,False
txn_0000062,card_00714,2026-01-23T07:30:59Z,91.46,online_retail,AE,False,False
txn_0000063,card_00869,2026-01-16T22:26:47Z,93.48,grocery,SG,False,False
txn_0000064,card_00401,2026-01-21T09:07:01Z,29.89,pharmacy,GB,True,False
txn_0000065,card_00566,2026-01-10T23:17:06Z,8.64,entertainment,GB,False,False
txn_0000066,card_00658,2026-01-10T15:36:42Z,144.77,entertainment,SG,False,False
txn_0000067,card_00856,2026-01-15T00:01:22Z,68.01,online_retail,SG,True,False
txn_0000068,card_00241,2026-01-17T14:41:00Z,304.05,online_retail,GB,True,False
txn_0000069,card_00623,2026-01-04T08:40:24Z,53.07,atm_withdrawal,GB,True,False
txn_0000070,card_00021,2026-01-24T20:28:15Z,138.32,travel,DE,True,False
txn_0000071,card_00369,2026-01-06T02:45:50Z,168.88,pharmacy,GB,True,True
txn_0000072,card_00073,2026-01-20T05:24:17Z,51.08,grocery,GB,False,False
txn_0000073,card_00272,2026-01-07T01:12:41Z,115.14,electronics,US,False,False
txn_0000074,card_00228,2026-01-22T09:55:29Z,37.74,fuel,GB,True,False
txn_0000075,card_00808,2026-01-28T12:35:22Z,222.19,travel,IN,False,False
txn_0000076,card_00565,2026-01-12T12:43:58Z,269.15,grocery,GB,True,False
txn_0000077,card_00893,2026-01-15T00:52:50Z,28.77,online_retail,AE,False,False
txn_0000078,card_00689,2026-01-14T23:33:08Z,213.34,grocery,DE,True,False
txn_0000079,card_00764,2026-01-11T08:10:28Z,74.23,restaurant,US,False,False
txn_0000080,card_00240,2026-01-14T01:09:34Z,93.87,pharmacy,IN,False,True
txn_0000081,card_00071,2026-01-23T03:35:03Z,40.89,grocery,AE,False,False
txn_0000082,card_00363,2026-01-30T17:31:28Z,20.47,grocery,AE,True,False
txn_0000083,card_00562,2026-01-11T22:05:13Z,13.66,utilities,SG,False,False
txn_0000084,card_00777,2026-01-21T12:03:53Z,152.62,restaurant,SG,False,False
txn_0000085,card_00532,2026-01-28T20:51:58Z,26.1,electronics,DE,False,False
txn_0000086,card_00395,2026-01-25T05:03:19Z,171.84,restaurant,AE,True,False
txn_0000087,card_00028,2026-01-16T04:04:58Z,103.85,entertainment,AE,True,False
txn_0000088,card_00127,2026-01-09T15:09:33Z,70.18,travel,AE,False,False
txn_0000089,card_00331,2026-01-11T13:20:50Z,42.44,atm_withdrawal,DE,True,True
txn_0000090,card_00365,2026-01-04T15:51:54Z,15.85,entertainment,GB,False,False
txn_0000091,card_00220,2026-01-30T00:00:53Z,107.61,pharmacy,IN,False,False
txn_0000092,card_00545,2026-01-21T20:05:33Z,251.56,electronics,DE,False,False
txn_0000093,card_00443,2026-01-27T12:22:48Z,116.59,grocery,SG,True,False
txn_0000094,card_00834,2026-01-13T16:43:21Z,46.75,utilities,IN,True,False
txn_0000095,card_00063,2026-01-19T02:21:48Z,48.04,travel,AE,True,False
txn_0000096,card_00301,2026-01-02T18:58:37Z,16.41,pharmacy,US,False,False
txn_0000097,card_00541,2026-01-13T02:58:15Z,181.28,restaurant,AE,False,False
txn_0000098,card_00818,2026-01-13T01:00:01Z,26.3,online_retail,GB,False,False
txn_0000099,card_00763,2026-01-18T06:40:45Z,120.5,electronics,US,True,False
txn_0000100,card_00528,2026-01-13T10:56:21Z,122.42,restaurant,DE,True,False
txn_0000101,card_00163,2026-01-16T02:10:14Z,344.5,atm_withdrawal,US,False,False
txn_0000102,card_00766,2026-01-28T23:37:55Z,222.67,electronics,IN,True,False
txn_0000103,card_00357,2026-01-21T15:51:40Z,48.67,grocery,SG,False,False
txn_0000104,card_00086,2026-01-24T05:56:56Z,108.83,fuel,US,False,False
txn_0000105,card_00058,2026-01-11T03:06:39Z,166.7,utilities,DE,True,False
txn_0000106,card_00669,2026-01-22T16:37:31Z,18.51,fuel,AE,True,False
txn_0000107,card_00450,2026-01-28T08:03:10Z,8.34,fuel,US,False,False
txn_0000108,card_00153,2026-01-30T12:18:34Z,52.68,travel,AE,True,True
txn_0000109,card_00585,2026-01-08T23:26:35Z,94.39,entertainment,AE,False,False
txn_0000110,card_00872,2026-01-25T15:46:31Z,403.8,online_retail,GB,False,True
txn_0000111,card_00076,2026-01-08T17:06:02Z,95.53,utilities,AE,True,False
txn_0000112,card_00449,2026-01-28T12:15:48Z,394.32,atm_withdrawal,GB,True,False
txn_0000113,card_00495,2026-01-17T14:17:35Z,6.97,entertainment,IN,True,False
txn_0000114,card_00202,2026-01-08T02:52:39Z,32.67,travel,DE,True,False
txn_0000115,card_00553,2026-01-02T06:37:25Z,16.92,travel,DE,True,False
txn_0000116,card_00228,2026-01-07T20:26:09Z,37.17,utilities,AE,False,False
txn_0000117,card_00707,2026-01-23T00:03:49Z,21.15,online_retail,IN,True,False
txn_0000118,card_00246,2026-01-02T16:21:31Z,38.44,grocery,US,False,True
txn_0000119,card_00715,2026-01-03T13:23:28Z,64.8,travel,US,True,False
txn_0000120,card_00450,2026-01-29T23:57:13Z,180.19,online_retail,IN,True,False
txn_0000121,card_00346,2026-01-15T10:55:15Z,4.41,electronics,GB,True,False
txn_0000122,card_00274,2026-01-17T15:49:25Z,370.96,entertainment,US,False,False
txn_0000123,card_00726,2026-01-19T01:58:31Z,660.16,pharmacy,DE,True,False
txn_0000124,card_00582,2026-01-26T11:53:39Z,374.4,restaurant,AE,True,False
txn_0000125,card_00245,2026-01-15T21:06:08Z,41.86,fuel,DE,True,False
txn_0000126,card_00527,2026-01-02T07:39:43Z,34.42,online_retail,GB,True,False
txn_0000127,card_00162,2026-01-03T08:07:00Z,165.11,grocery,SG,True,False
txn_0000128,card_00320,2026-01-08T11:27:27Z,87.38,pharmacy,SG,True,False
txn_0000129,card_00369,2026-01-26T14:18:20Z,74.68,atm_withdrawal,AE,False,False
txn_0000130,card_00425,2026-01-03T04:49:10Z,215.87,entertainment,DE,True,False
txn_0000131,card_00731,2026-01-11T15:56:56Z,31.13,fuel,SG,True,False
txn_0000132,card_00359,2026-01-03T14:39:18Z,5.86,online_retail,GB,True,False
txn_0000133,card_00684,2026-01-19T01:21:12Z,46.26,online_retail,AE,False,False
txn_0000134,card_00637,2026-01-24T05:53:27Z,93.29,electronics,GB,False,False
txn_0000135,card_00122,2026-01-07T15:21:04Z,70.71,online_retail,GB,True,False
txn_0000136,card_00526,2026-01-28T05:54:44Z,139.69,electronics,DE,True,False
txn_0000137,card_00151,2026-01-02T10:43:16Z,68.8,entertainment,DE,False,False
txn_0000138,card_00185,2026-01-15T07:34:10Z,27.71,electronics,SG,False,False
txn_0000139,card_00227,2026-01-04T15:34:53Z,77.69,grocery,GB,False,False
txn_0000140,card_00580,2026-01-04T04:41:01Z,346.06,entertainment,US,True,False
txn_0000141,card_00828,2026-01-28T19:43:33Z,210.88,electronics,SG,False,False
txn_0000142,card_00100,2026-01-05T15:17:53Z,20.78,fuel,GB,False,False
txn_0000143,card_00132,2026-01-20T12:37:19Z,213.08,fuel,US,False,False
txn_0000144,card_00031,2026-01-19T09:07:36Z,119.79,entertainment,AE,True,False
txn_0000145,card_00009,2026-01-22T00:04:46Z,612.12,electronics,SG,False,False
txn_0000146,card_00462,2026-01-13T15:24:24Z,206.79,utilities,GB,False,False
txn_0000147,card_00369,2026-01-18T14:37:12Z,35.04,fuel,DE,False,False
txn_0000148,card_00061,2026-01-16T18:18:59Z,7.86,restaurant,DE,False,False
txn_0000149,card_00840,2026-01-15T23:29:36Z,49.57,travel,GB,False,False
txn_0000150,card_00242,2026-01-10T09:22:24Z,59.63,atm_withdrawal,AE,False,False
txn_0000151,card_00580,2026-01-14T08:31:09Z,173.17,pharmacy,IN,True,False
txn_0000152,card_00834,2026-01-27T16:31:04Z,32.64,online_retail,SG,True,False
txn_0000153,card_00610,2026-01-01T10:04:08Z,22.19,electronics,GB,True,False
txn_0000154,card_00046,2026-01-16T01:36:23Z,82.69,atm_withdrawal,GB,True,False
txn_0000155,card_00655,2026-01-20T22:12:47Z,78.84,utilities,GB,False,False
txn_0000156,card_00411,2026-01-18T10:00:59Z,546.04,pharmacy,IN,True,False
txn_0000157,card_00222,2026-01-18T07:34:51Z,39.42,online_retail,SG,True,False
txn_0000158,card_00497,2026-01-10T17:44:18Z,41.28,atm_withdrawal,IN,True,False
txn_0000159,card_00866,2026-01-18T18:25:58Z,89.01,electronics,DE,False,False
txn_0000160,card_00003,2026-01-13T08:30:34Z,8.21,online_retail,GB,True,False
txn_0000161,card_00471,2026-01-07T13:38:14Z,167.67,pharmacy,GB,False,False
txn_0000162,card_00721,2026-01-05T20:18:24Z,40.46,travel,AE,False,False
txn_0000163,card_00140,2026-01-29T09:33:32Z,121.5,travel,AE,True,False
txn_0000164,card_00583,2026-01-01T09:22:46Z,57.9,pharmacy,SG,False,False
txn_0000165,card_00568,2026-01-18T02:34:36Z,16.46,utilities,DE,False,False
txn_0000166,card_00678,2026-01-07T09:04:14Z,17.86,restaurant,AE,False,False
txn_0000167,card_00463,2026-01-29T05:36:21Z,59.16,electronics,AE,True,False
txn_0000168,card_00359,2026-01-21T01:12:19Z,39.24,fuel,DE,True,False
txn_0000169,card_00606,2026-01-28T12:15:51Z,19.08,atm_withdrawal,US,False,False
txn_0000170,card_00129,2026-01-14T01:05:47Z,133.53,online_retail,AE,True,False
txn_0000171,card_00066,2026-01-26T21:19:14Z,177.54,entertainment,US,True,False
txn_0000172,card_00386,2026-01-07T22:23:08Z,127.89,travel,IN,False,False
txn_0000173,card_00317,2026-01-04T01:55:49Z,53.84,electronics,DE,True,False
txn_0000174,card_00701,2026-01-28T03:41:01Z,123.1,grocery,DE,True,False
txn_0000175,card_00500,2026-01-21T08:00:16Z,30.54,restaurant,AE,False,False
txn_0000176,card_00034,2026-01-10T02:40:54Z,70.24,electronics,US,False,False
txn_0000177,card_00621,2026-01-30T05:21:22Z,29.14,electronics,GB,True,False
txn_0000178,card_00004,2026-01-28T18:01:34Z,304.25,pharmacy,AE,True,False
txn_0000179,card_00258,2026-01-14T10:29:39Z,239.39,electronics,SG,False,False
txn_0000180,card_00283,2026-01-12T23:46:23Z,69.8,atm_withdrawal,SG,False,False
txn_0000181,card_00510,2026-01-07T14:34:48Z,17.9,utilities,IN,True,False
txn_0000182,card_00223,2026-01-26T12:03:50Z,172.14,utilities,IN,True,True
txn_0000183,card_00264,2026-01-25T17:43:38Z,52.67,electronics,DE,True,False
txn_0000184,card_00652,2026-01-16T14:54:52Z,270.81,pharmacy,AE,False,False
txn_0000185,card_00856,2026-01-30T07:57:21Z,42.46,grocery,GB,True,False
txn_0000186,card_00180,2026-01-20T01:36:58Z,48.01,electronics,DE,True,False
txn_0000187,card_00085,2026-01-01T18:33:10Z,285.6,grocery,AE,False,False
txn_0000188,card_00870,2026-01-22T18:30:25Z,11.64,restaurant,SG,True,False
txn_0000189,card_00358,2026-01-05T03:08:02Z,14.94,electronics,US,False,False
txn_0000190,card_00253,2026-01-22T22:46:26Z,149.35,travel,AE,False,False
txn_0000191,card_00726,2026-01-07T19:02:45Z,211.17,online_retail,US,True,False
txn_0000192,card_00118,2026-01-10T00:49:47Z,37.9,travel,SG,False,False
txn_0000193,card_00033,2026-01-14T05:41:30Z,27.37,entertainment,US,True,False
txn_0000194,card_00701,2026-01-07T14:28:44Z,560.1,restaurant,GB,False,False
txn_0000195,card_00841,2026-01-02T08:18:42Z,604.2,online_retail,AE,False,False
txn_0000196,card_00784,2026-01-21T11:53:16Z,10.16,pharmacy,US,False,False
txn_0000197,card_00350,2026-01-16T06:40:19Z,40.54,online_retail,DE,False,False
txn_0000198,card_00698,2026-01-06T04:57:30Z,212.97,utilities,IN,False,False
txn_0000199,card_00471,2026-01-09T10:53:56Z,143.59,restaurant,IN,True,False
txn_0000200,card_00181,2026-01-11T07:01:40Z,196.17,fuel,US,True,False
txn_0000201,card_00383,2026-01-10T20:05:47Z,68.4,grocery,IN,False,False
txn_0000202,card_00819,2026-01-04T14:35:05Z,292.64,utilities,GB,False,False
txn_0000203,card_00508,2026-01-26T19:44:02Z,646.38,utilities,AE,True,False
txn_0000204,card_00818,2026-01-20T07:12:45Z,462.43,electronics,GB,True,False
txn_0000205,card_00101,2026-01-03T07:00:09Z,29.68,entertainment,AE,True,False
txn_0000206,card_00295,2026-01-02T13:26:47Z,116.58,utilities,AE,False,False
txn_0000207,card_00012,2026-01-03T03:01:59Z,52.11,atm_withdrawal,US,False,False
txn_0000208,card_00266,2026-01-14T04:33:46Z,66.79,restaurant,US,False,False
txn_0000209,card_00337,2026-01-21T14:55:29Z,32.56,atm_withdrawal,AE,True,False
txn_0000210,card_00546,2026-01-08T02:00:46Z,176.06,online_retail,GB,True,False
txn_0000211,card_00806,2026-01-02T10:14:32Z,79.51,entertainment,DE,True,False
txn_0000212,card_00678,2026-01-13T21:03:18Z,146.99,electronics,AE,False,False
txn_0000213,card_00710,2026-01-07T01:37:43Z,23.01,restaurant,GB,True,False
txn_0000214,card_00170,2026-01-02T03:46:58Z,141.54,pharmacy,IN,True,False
txn_0000215,card_00467,2026-01-01T14:59:23Z,38.72,utilities,GB,False,False
txn_0000216,card_00483,2026-01-18T20:35:44Z,42.42,electronics,GB,False,False
txn_0000217,card_00612,2026-01-24T03:03:18Z,225.87,atm_withdrawal,GB,False,False
txn_0000218,card_00318,2026-01-19T12:16:36Z,105.47,atm_withdrawal,DE,True,False
txn_0000219,card_00012,2026-01-19T02:37:48Z,62.02,grocery,AE,True,False
txn_0000220,card_00052,2026-01-06T12:24:03Z,72.86,restaurant,GB,False,False
txn_0000221,card_00839,2026-01-15T14:00:05Z,75.33,entertainment,SG,True,True
txn_0000222,card_00780,2026-01-26T16:35:20Z,26.39,entertainment,SG,False,False
txn_0000223,card_00283,2026-01-13T23:16:42Z,49.95,pharmacy,IN,False,False
txn_0000224,card_00578,2026-01-12T21:23:03Z,117.91,grocery,DE,False,False
txn_0000225,card_00755,2026-01-19T23:39:08Z,53.26,online_retail,DE,False,False
txn_0000226,card_00673,2026-01-29T16:22:31Z,30.42,entertainment,IN,False,False
txn_0000227,card_00038,2026-01-03T15:04:56Z,111.5,utilities,AE,False,False
txn_0000228,card_00387,2026-01-18T06:54:08Z,390.95,utilities,AE,True,False
txn_0000229,card_00771,2026-01-12T08:22:12Z,104.9,fuel,SG,False,False
txn_0000230,card_00180,2026-01-01T08:08:36Z,153.17,restaurant,DE,True,False
txn_0000231,card_00273,2026-01-05T22:45:30Z,35.45,online_retail,IN,False,False
txn_0000232,card_00134,2026-01-28T09:26:40Z,453.03,fuel,AE,True,False
txn_0000233,card_00849,2026-01-23T22:31:14Z,79.61,pharmacy,DE,False,False
txn_0000234,card_00677,2026-01-29T16:28:00Z,10.01,atm_withdrawal,SG,True,False
txn_0000235,card_00618,2026-01-29T11:17:52Z,110.11,pharmacy,SG,True,False
txn_0000236,card_00286,2026-01-09T23:18:19Z,91.18,fuel,IN,True,False
txn_0000237,card_00749,2026-01-08T06:37:37Z,115.34,restaurant,SG,True,False
txn_0000238,card_00350,2026-01-04T23:48:14Z,298.76,entertainment,DE,True,False
txn_0000239,card_00205,2026-01-25T05:47:07Z,244.81,fuel,GB,True,False
txn_0000240,card_00282,2026-01-29T23:14:49Z,14.55,entertainment,DE,True,False
txn_0000241,card_00803,2026-01-08T23:36:17Z,40.65,electronics,AE,True,False
txn_0000242,card_00751,2026-01-04T22:00:05Z,72.61,atm_withdrawal,IN,False,False
txn_0000243,card_00336,2026-01-09T16:37:05Z,33.37,grocery,IN,False,False
txn_0000244,card_00893,2026-01-11T02:58:13Z,52.6,travel,SG,False,False
txn_0000245,card_00402,2026-01-13T00:54:26Z,72.64,fuel,DE,False,False
txn_0000246,card_00723,2026-01-24T11:05:29Z,140.82,travel,US,True,False
txn_0000247,card_00472,2026-01-22T12:37:47Z,158.23,fuel,IN,False,False
txn_0000248,card_00508,2026-01-08T06:25:12Z,33.92,fuel,SG,True,False
txn_0000249,card_00212,2026-01-17T18:48:52Z,7.25,pharmacy,IN,False,False
txn_0000250,card_00832,2026-01-20T09:44:45Z,99.44,travel,US,True,False
txn_0000251,card_00517,2026-01-10T14:27:22Z,74.27,online_retail,AE,False,False
txn_0000252,card_00683,2026-01-16T09:10:02Z,28.78,atm_withdrawal,AE,True,False
txn_0000253,card_00433,2026-01-04T22:14:01Z,202.85,online_retail,AE,True,False
txn_0000254,card_00702,2026-01-25T04:08:57Z,62.61,grocery,DE,False,False
txn_0000255,card_00078,2026-01-28T01:02:11Z,21.53,online_retail,US,True,False
txn_0000256,card_00839,2026-01-04T06:11:23Z,82.04,restaurant,AE,True,False
txn_0000257,card_00750,2026-01-20T02:27:52Z,24.94,restaurant,IN,True,False
txn_0000258,card_00108,2026-01-15T23:15:50Z,45.62,pharmacy,IN,True,False
txn_0000259,card_00634,2026-01-24T19:09:51Z,185.1,utilities,AE,True,False
txn_0000260,card_00234,2026-01-25T21:38:00Z,60.49,restaurant,GB,True,False
txn_0000261,card_00596,2026-01-23T06:30:06Z,61.23,utilities,US,True,False
txn_0000262,card_00370,2026-01-24T17:10:20Z,23.21,travel,DE,True,False
txn_0000263,card_00103,2026-01-13T09:28:29Z,454.31,entertainment,AE,True,True
txn_0000264,card_00334,2026-01-04T00:55:52Z,64.66,entertainment,US,False,False
txn_0000265,card_00452,2026-01-01T14:55:39Z,78.13,electronics,US,False,False
txn_0000266,card_00650,2026-01-23T15:46:50Z,20.68,pharmacy,IN,False,False
txn_0000267,card_00436,2026-01-20T01:45:21Z,18.79,online_retail,AE,True,False
txn_0000268,card_00235,2026-01-06T13:11:34Z,34.76,restaurant,DE,False,False
txn_0000269,card_00056,2026-01-14T20:15:23Z,79.64,grocery,SG,False,False
txn_0000270,card_00664,2026-01-23T07:15:23Z,106.04,entertainment,US,False,False
txn_0000271,card_00357,2026-01-23T04:15:27Z,17.81,electronics,IN,False,False
txn_0000272,card_00315,2026-01-07T07:10:51Z,39.55,grocery,US,True,False
txn_0000273,card_00361,2026-01-04T06:49:29Z,388.34,online_retail,GB,False,True
txn_0000274,card_00549,2026-01-13T17:47:39Z,227.3,pharmacy,SG,False,True
txn_0000275,card_00667,2026-01-05T21:13:56Z,39.21,pharmacy,SG,False,False
txn_0000276,card_00612,2026-01-05T12:15:32Z,10.9,pharmacy,DE,True,False
txn_0000277,card_00661,2026-01-17T22:44:39Z,94.94,pharmacy,US,True,False
txn_0000278,card_00027,2026-01-01T04:51:52Z,88.92,grocery,AE,False,False
txn_0000279,card_00209,2026-01-03T00:21:26Z,15.24,utilities,AE,False,False
txn_0000280,card_00886,2026-01-09T04:37:48Z,238.53,utilities,AE,False,True
txn_0000281,card_00157,2026-01-21T09:49:01Z,22.13,pharmacy,IN,True,False
txn_0000282,card_00532,2026-01-21T16:19:24Z,35.96,entertainment,IN,True,False
txn_0000283,card_00428,2026-01-13T09:29:00Z,109.49,atm_withdrawal,AE,True,False
txn_0000284,card_00683,2026-01-01T04:32:09Z,140.85,restaurant,US,True,False
txn_0000285,card_00112,2026-01-24T00:14:50Z,18.3,atm_withdrawal,GB,False,False
txn_0000286,card_00218,2026-01-10T12:11:35Z,198.32,travel,US,False,False
txn_0000287,card_00195,2026-01-18T18:16:20Z,56.81,pharmacy,DE,False,False
txn_0000288,card_00366,2026-01-01T03:36:09Z,5.32,travel,US,False,False
txn_0000289,card_00228,2026-01-25T17:14:09Z,49.17,utilities,DE,True,False
txn_0000290,card_00645,2026-01-24T13:16:11Z,104.67,electronics,GB,False,False
txn_0000291,card_00030,2026-01-09T06:11:31Z,116.53,utilities,IN,True,False
txn_0000292,card_00029,2026-01-18T05:03:54Z,36.79,pharmacy,DE,False,False
txn_0000293,card_00400,2026-01-02T23:08:22Z,120.13,online_retail,DE,True,False
txn_0000294,card_00292,2026-01-17T08:02:32Z,24.12,fuel,DE,True,False
txn_0000295,card_00054,2026-01-07T04:26:05Z,6.0,utilities,IN,False,False
txn_0000296,card_00848,2026-01-05T11:50:00Z,68.13,utilities,GB,True,False
txn_0000297,card_00558,2026-01-03T17:03:19Z,109.0,grocery,GB,True,False
txn_0000298,card_00552,2026-01-03T06:50:46Z,152.77,online_retail,AE,False,True
txn_0000299,card_00755,2026-01-22T17:32:56Z,52.35,travel,SG,False,False
txn_0000300,card_00260,2026-01-20T22:12:52Z,82.36,entertainment,US,True,False
txn_0000301,card_00123,2026-01-01T16:20:20Z,15.69,entertainment,US,False,False
txn_0000302,card_00409,2026-01-26T12:39:59Z,44.66,travel,US,False,False
txn_0000303,card_00022,2026-01-03T15:00:10Z,95.97,atm_withdrawal,AE,False,False
txn_0000304,card_00483,2026-01-05T18:30:29Z,238.86,electronics,DE,True,True
txn_0000305,card_00251,2026-01-19T08:02:32Z,69.8,fuel,IN,False,False
txn_0000306,card_00392,2026-01-20T20:15:50Z,752.17,fuel,SG,True,False
txn_0000307,card_00066,2026-01-19T20:41:54Z,18.8,entertainment,AE,False,False
txn_0000308,card_00225,2026-01-16T18:36:43Z,86.31,grocery,SG,True,False
txn_0000309,card_00326,2026-01-09T22:35:10Z,38.38,online_retail,AE,True,False
txn_0000310,card_00254,2026-01-02T12:32:13Z,31.48,restaurant,AE,True,False
txn_0000311,card_00022,2026-01-30T15:34:18Z,40.42,utilities,US,False,False
txn_0000312,card_00534,2026-01-10T21:43:19Z,273.19,electronics,IN,False,False
txn_0000313,card_00781,2026-01-17T00:07:56Z,30.2,entertainment,GB,False,False
txn_0000314,card_00364,2026-01-08T18:23:25Z,120.44,fuel,DE,False,False
txn_0000315,card_00177,2026-01-19T07:20:17Z,99.71,travel,SG,True,False
txn_0000316,card_00740,2026-01-10T04:45:31Z,228.2,atm_withdrawal,US,True,False
txn_0000317,card_00656,2026-01-27T22:06:53Z,102.51,electronics,US,True,False
txn_0000318,card_00720,2026-01-30T15:34:50Z,4878.83,grocery,DE,True,True
txn_0000319,card_00469,2026-01-09T00:14:20Z,315.83,fuel,GB,True,False
txn_0000320,card_00094,2026-01-26T11:32:48Z,92.99,online_retail,DE,False,False
txn_0000321,card_00333,2026-01-02T00:16:52Z,30.12,atm_withdrawal,SG,False,False
txn_0000322,card_00678,2026-01-13T12:43:58Z,15.01,pharmacy,SG,True,False
txn_0000323,card_00423,2026-01-22T05:48:19Z,122.64,pharmacy,AE,False,False
txn_0000324,card_00620,2026-01-22T17:01:11Z,30.87,utilities,DE,False,False
