transaction_id,card_id,timestamp,amount,merchant_category,country,card_present,is_fraud
txn_0000187,card_00682,2026-01-28T13:50:31Z,149.55,utilities,AE,True,False
txn_0000188,card_00591,2026-01-17T03:38:56Z,15.53,online_retail,IN,False,False
txn_0000189,card_00065,2026-01-26T17:51:06Z,16.96,electronics,US,True,False
txn_0000190,card_00313,2026-01-11T01:38:26Z,313.55,grocery,AE,True,True
txn_0000191,card_00230,2026-01-11T08:26:40Z,30.58,entertainment,SG,False,False
txn_0000192,card_00115,2026-01-07T01:28:12Z,34.69,utilities,US,True,False
txn_0000193,card_00150,2026-01-20T02:14:48Z,232.63,fuel,DE,False,False
txn_0000194,card_00694,2026-01-24T15:45:49Z,159.97,entertainment,IN,False,False
txn_0000195,card_00267,2026-01-02T07:51:53Z,98.7,entertainment,SG,True,False
txn_0000196,card_00113,2026-01-08T21:26:26Z,25.28,online_retail,US,True,False
txn_0000197,card_00886,2026-01-21T17:51:22Z,28.73,utilities,IN,True,False
txn_0000198,card_00261,2026-01-25T01:47:31Z,43.15,online_retail,DE,True,False
txn_0000199,card_00798,2026-01-21T20:56:33Z,103.65,entertainment,AE,True,False
txn_0000200,card_00259,2026-01-01T12:48:42Z,531.83,fuel,IN,True,False
txn_0000201,card_00269,2026-01-02T23:24:38Z,28.86,entertainment,GB,False,False
txn_0000202,card_00093,2026-01-26T12:17:07Z,1052.5,utilities,GB,False,False
txn_0000203,card_00509,2026-01-26T10:19:52Z,21.18,restaurant,SG,True,False
txn_0000204,card_00081,2026-01-21T08:12:36Z,134.6,entertainment,AE,False,False
txn_0000205,card_00554,2026-01-10T03:39:06Z,556.23,pharmacy,IN,True,False
txn_0000206,card_00501,2026-01-07T17:18:42Z,120.65,pharmacy,SG,False,False
txn_0000207,card_00056,2026-01-29T04:26:03Z,57.09,utilities,DE,True,False
txn_0000208,card_00419,2026-01-29T07:15:22Z,191.02,fuel,AE,True,False
txn_0000209,card_00201,2026-01-18T04:29:06Z,11.24,entertainment,SG,True,False
txn_0000210,card_00124,2026-01-07T19:47:57Z,487.03,utilities,SG,False,False
txn_0000211,card_00331,2026-01-27T06:45:25Z,131.91,electronics,AE,True,False
txn_0000212,card_00157,2026-01-09T12:58:26Z,24.71,travel,IN,True,False
txn_0000213,card_00017,2026-01-14T19:54:52Z,125.57,pharmacy,AE,True,False
txn_0000214,card_00242,2026-01-07T12:52:11Z,2.4,online_retail,AE,True,False
txn_0000215,card_00077,2026-01-09T09:55:39Z,326.07,travel,DE,True,False
txn_0000216,card_00479,2026-01-17T01:25:45Z,89.41,electronics,IN,False,False
txn_0000217,card_00468,2026-01-01T10:39:01Z,60.12,entertainment,AE,True,False
txn_0000218,card_00053,2026-01-20T17:06:09Z,35.25,atm_withdrawal,SG,True,False
txn_0000219,card_00199,2026-01-09T23:32:02Z,244.64,utilities,DE,True,False
txn_0000220,card_00264,2026-01-09T01:20:48Z,389.86,fuel,DE,False,False
txn_0000221,card_00636,2026-01-22T23:23:28Z,43.89,restaurant,AE,False,False
txn_0000222,card_00875,2026-01-07T19:47:31Z,246.9,grocery,IN,False,False
txn_0000223,card_00767,2026-01-13T05:55:53Z,133.32,entertainment,DE,False,False
txn_0000224,card_00762,2026-01-01T01:02:15Z,59.21,electronics,GB,False,False
txn_0000225,card_00859,2026-01-24T09:37:19Z,193.58,electronics,SG,False,False
txn_0000226,card_00019,2026-01-01T01:35:08Z,262.19,electronics,GB,False,False
txn_0000227,card_00080,2026-01-26T11:26:29Z,37.86,entertainment,SG,True,False
txn_0000228,card_00337,2026-01-30T04:50:19Z,12.14,utilities,SG,False,False
txn_0000229,card_00444,2026-01-28T13:59:51Z,109.31,online_retail,GB,False,False
txn_0000230,card_00695,2026-01-17T14:47:05Z,448.65,grocery,DE,True,False
txn_0000231,card_00792,2026-01-25T12:00:33Z,24.89,entertainment,IN,True,False
txn_0000232,card_00392,2026-01-30T23:42:44Z,60.14,utilities,US,True,False
txn_0000233,card_00886,2026-01-05T15:15:53Z,34.73,electronics,US,True,False
txn_0000234,card_00717,2026-01-15T07:27:02Z,8.46,fuel,US,False,False
txn_0000235,card_00216,2026-01-27T17:53:46Z,24.59,fuel,AE,False,False
txn_0000236,card_00317,2026-01-22T19:30:55Z,76.14,entertainment,US,False,False
txn_0000237,card_00770,2026-01-29T14:23:50Z,46.84,restaurant,SG,False,False
txn_0000238,card_00118,2026-01-19T15:44:57Z,17.78,utilities,IN,False,False
txn_0000239,card_00131,2026-01-25T03:38:23Z,31.59,entertainment,SG,False,False
txn_0000240,card_00251,2026-01-04T07:11:14Z,21.7,pharmacy,DE,True,False
txn_0000241,card_00576,2026-01-09T10:36:15Z,24.68,fuel,GB,False,False
txn_0000242,card_00483,2026-01-10T02:13:28Z,127.18,electronics,GB,False,False
txn_0000243,card_00343,2026-01-21T16:06:20Z,31.09,travel,IN,True,False
txn_0000244,card_00200,2026-01-29T10:12:19Z,122.18,electronics,AE,True,False
txn_0000245,card_00693,2026-01-27T16:17:34Z,169.88,atm_withdrawal,GB,False,False
txn_0000246,card_00150,2026-01-19T21:30:09Z,26.8,utilities,IN,False,False
txn_0000247,card_00011,2026-01-23T18:23:22Z,80.76,atm_withdrawal,SG,False,False
txn_0000248,card_00702,2026-01-13T17:40:23Z,40.0,electronics,SG,True,False
txn_0000249,card_00182,2026-01-11T12:07:01Z,103.25,restaurant,AE,False,False
txn_0000250,card_00477,2026-01-27T09:53:07Z,110.11,grocery,IN,True,False
txn_0000251,card_00337,2026-01-03T04:55:15Z,63.07,pharmacy,DE,False,False
txn_0000252,card_00279,2026-01-06T21:33:47Z,120.96,grocery,DE,True,False
txn_0000253,card_00082,2026-01-10T10:40:46Z,57.84,travel,IN,False,False
txn_0000254,card_00692,2026-01-23T22:30:48Z,737.76,fuel,IN,False,True
txn_0000255,card_00225,2026-01-18T10:00:58Z,318.09,travel,DE,False,False
txn_0000256,card_00597,2026-01-30T07:06:14Z,78.14,online_retail,AE,False,False
txn_0000257,card_00635,2026-01-04T10:17:32Z,77.9,utilities,IN,False,False
txn_0000258,card_00410,2026-01-29T09:58:30Z,49.01,online_retail,GB,False,False
txn_0000259,card_00675,2026-01-11T08:45:02Z,11.72,online_retail,IN,True,False
txn_0000260,card_00673,2026-01-30T06:56:15Z,95.88,travel,US,True,False
txn_0000261,card_00814,2026-01-11T08:02:34Z,113.91,electronics,DE,False,False
txn_0000262,card_00540,2026-01-30T18:14:51Z,51.14,utilities,AE,False,False
txn_0000263,card_00898,2026-01-05T01:23:33Z,61.96,grocery,US,False,False
txn_0000264,card_00881,2026-01-16T19:53:12Z,344.02,restaurant,US,False,False
txn_0000265,card_00669,2026-01-01T21:22:49Z,484.89,entertainment,SG,False,False
txn_0000266,card_00800,2026-01-06T00:57:12Z,151.19,restaurant,DE,False,False
txn_0000267,card_00483,2026-01-02T04:07:22Z,2.19,grocery,SG,False,False
txn_0000268,card_00072,2026-01-30T10:56:10Z,49.66,entertainment,IN,True,False
txn_0000269,card_00198,2026-01-11T01:27:49Z,14.85,online_retail,SG,False,False
txn_0000270,card_00841,2026-01-07T05:55:21Z,221.91,entertainment,SG,False,False
txn_0000271,card_00881,2026-01-30T21:44:43Z,31.95,travel,US,False,False
txn_0000272,card_00135,2026-01-29T03:17:51Z,42.85,restaurant,IN,True,False
txn_0000273,card_00145,2026-01-20T09:09:32Z,42.02,pharmacy,US,True,False
txn_0000274,card_00720,2026-01-10T07:42:11Z,15.64,pharmacy,SG,False,False
txn_0000275,card_00741,2026-01-15T09:28:31Z,54.47,travel,GB,False,False
txn_0000276,card_00109,2026-01-18T14:48:33Z,91.68,pharmacy,SG,False,False
txn_0000277,card_00615,2026-01-28T12:47:54Z,196.26,travel,AE,True,False
txn_0000278,card_00120,2026-01-02T02:02:48Z,77.52,entertainment,SG,True,False
txn_0000279,card_00186,2026-01-14T04:04:18Z,7.54,entertainment,GB,False,False
txn_0000280,card_00653,2026-01-26T00:19:08Z,14.03,pharmacy,SG,False,False
txn_0000281,card_00351,2026-01-29T13:17:32Z,65.6,travel,GB,True,False
txn_0000282,card_00631,2026-01-09T08:54:11Z,80.66,online_retail,SG,True,False
txn_0000283,card_00031,2026-01-23T06:53:49Z,11.29,restaurant,US,True,False
txn_0000284,card_00732,2026-01-21T03:46:36Z,19.62,atm_withdrawal,IN,False,False
txn_0000285,card_00150,2026-01-03T17:02:59Z,22.61,utilities,AE,False,False
txn_0000286,card_00211,2026-01-30T08:33:40Z,76.82,online_retail,DE,True,False
txn_0000287,card_00740,2026-01-16T13:49:04Z,72.89,fuel,AE,False,False
txn_0000288,card_00378,2026-01-10T18:10:47Z,16.75,fuel,DE,True,False
txn_0000289,card_00868,2026-01-20T23:36:07Z,89.18,atm_withdrawal,GB,True,False
txn_0000290,card_00741,2026-01-08T01:41:51Z,19.97,online_retail,AE,False,False
txn_0000291,card_00481,2026-01-27T14:26:25Z,152.47,travel,GB,False,False
txn_0000292,card_00027,2026-01-12T09:44:56Z,48.88,travel,IN,False,False
txn_0000293,card_00298,2026-01-10T13:45:15Z,8.01,grocery,US,True,False
txn_0000294,card_00744,2026-01-05T18:12:22Z,15.85,travel,GB,False,False
txn_0000295,card_00286,2026-01-25T16:45:19Z,32.46,pharmacy,AE,True,False
txn_0000296,card_00427,2026-01-01T16:22:34Z,28.54,utilities,SG,True,False
txn_0000297,card_00483,2026-01-18T19:51:14Z,111.71,restaurant,DE,True,False
txn_0000298,card_00657,2026-01-30T16:56:04Z,49.49,pharmacy,SG,False,False
txn_0000299,card_00876,2026-01-19T10:44:07Z,148.41,utilities,GB,True,False
txn_0000300,card_00301,2026-01-22T07:58:42Z,516.68,travel,US,True,False
txn_0000301,card_00315,2026-01-15T06:36:40Z,864.02,grocery,AE,True,False
txn_0000302,card_00422,2026-01-22T14:37:36Z,83.32,fuel,IN,False,False
txn_0000303,card_00179,2026-01-08T18:15:02Z,12.06,online_retail,DE,False,False
txn_0000304,card_00112,2026-01-01T22:22:34Z,77.83,atm_withdrawal,AE,False,False
txn_0000305,card_00605,2026-01-30T11:41:49Z,116.62,restaurant,US,False,False
txn_0000306,card_00072,2026-01-17T07:41:00Z,177.25,pharmacy,AE,True,False
txn_0000307,card_00862,2026-01-02T02:09:28Z,57.41,pharmacy,AE,True,False
txn_0000308,card_00655,2026-01-22T08:50:25Z,91.96,utilities,US,False,False
txn_0000309,card_00148,2026-01-02T01:41:37Z,237.48,online_retail,AE,True,False
txn_0000310,card_00025,2026-01-12T04:58:35Z,135.32,electronics,SG,True,False
txn_0000311,card_00749,2026-01-24T01:44:54Z,52.24,pharmacy,US,False,False
txn_0000312,card_00367,2026-01-20T15:13:05Z,44.47,atm_withdrawal,IN,True,False
txn_0000313,card_00683,2026-01-01T14:34:00Z,46.23,atm_withdrawal,SG,True,False
txn_0000314,card_00420,2026-01-27T23:31:03Z,93.04,entertainment,US,False,False
txn_0000315,card_00216,2026-01-10T04:36:29Z,270.47,pharmacy,US,False,False
txn_0000316,card_00111,2026-01-02T21:19:37Z,15.25,utilities,GB,False,False
txn_0000317,card_00295,2026-01-26T05:30:02Z,158.65,entertainment,AE,True,False
txn_0000318,card_00851,2026-01-08T15:21:29Z,85.87,pharmacy,US,False,False
txn_0000319,card_00735,2026-01-26T23:55:10Z,214.0,utilities,IN,True,False
txn_0000320,card_00063,2026-01-11T21:58:38Z,16.97,fuel,US,False,False
txn_0000321,card_00339,2026-01-29T08:21:47Z,124.46,entertainment,IN,False,False
txn_0000322,card_00163,2026-01-03T23:13:27Z,34.96,online_retail,AE,True,False
txn_0000323,card_00218,2026-01-22T02:14:56Z,767.32,restaurant,GB,False,False
txn_0000324,card_00765,2026-01-03T07:06:33Z,77.89,atm_withdrawal,IN,False,False
txn_0000325,card_00453,2026-01-02T20:06:00Z,708.82,atm_withdrawal,IN,False,False
